#Menu	#Menu
User =	Felhasználó 
Font is missing! You can confirm the dialog and use default font instead or cancel the dialog then upload your font and do it again. =	Betûtípus hiányzik!   Megerõsítheti a párbeszédpanelt, és  használhatja   az  alapértelmezett  betûtípust,    vagy  megszakíthatja  a  párbeszédpanelt,  majd  feltöltheti  a betûtípust,  és  újra  megteheti.  
	
#Common	#Common
Owner =	Tulajdonos 
License =	Licenc 
Part Pins =	Alkatrészcsapok  
Net Pins =	Nettó csapok  
Net Ratlines =	Nettó ratlines  
Add Parameter =	Paraméter hozzáadása 
Histories record =	Történelem rekord  
Create Team =	Csapat létrehozása 
Can't find this footprint on the server, please re-associate it. =	Nem található  ez a  lábnyom  a   szerveren,  kérjük,   társítsa  újra. 
The footprint name associated with the component and the footprint name on the server are inconsistent, please re-associate it. =	   Az      összetevõhöz  társított lábnyomnév    és  a  kiszolgáló  lábnyomának  neve  inkonzisztens,  kérjük,    társítsa újra 
The symbol pin number(s) of the component does not match the associated footprint pad number(s), please modify the symbol pin number(s) or re-associate the footprint =	Az   összetevõ szimbólum pin-kódja(i)    nem  egyezik  meg a  kapcsolódó     lábnyompanel   számával(ok),    módosítsa  a  szimbólum  pin-kódját (pin-kódját) vagy társítsa  újra a  lábnyomot  
No footprint, please associate the footprint first. =	Nincs lábnyom, kérjük,    elõször társítsa  a  lábnyomot . 
Can't find the package =	Nem található  a  csomag  
The path is for the project URL identify, it is unique (the identity of the project owned by the user cannot be the same) =	    Az  elérési út  a  projekt    URL-azonosítójáhozszól,   egyedi  (a  felhasználó tulajdonában lévõ  projekt     identitása   nem  lehet  ugyanaz) 
It's with a letter or a number and can contain only numbers, letters, line-through, underscores, and points. It cannot be modified after saving. =	  Betûvel  vagy   számmal  rendelkezik,  és  csak  számokat, betûket, sorokat,  aláhúzásokatés  pontokat tartalmazhat   . Megtakarítás  után  nem   módosítható.  
Updating document to new format, please wait......After finishing please save your document with Ctrl + S. =	A dokumentum  frissítése új  formátumra , kérjük,    várjon...... Befejezése után      mentse  a  dokumentumot    a Ctrl + S. 
Open at current project? =	Megnyitás a jelenlegi projektben?  
Please select a history to recover. =	Válasszon ki  egy  elõéletet a helyreállításhoz  . 
"Be careful! When you click the ""Recover"" button, this sheet will be overwritten! ="	"Vigyázz magadra!   Ha a ""Helyreállítás""  gombrakattint, ez   a   lap     felülíródik! "
Recover =	Helyreállítás 
There is no PCB under this project, would you like to create one? =	Nincs PCB ebben a   projektben,    szeretne  létrehozni  egyet?   
Please make sure that the chose Altium Designer files are saved as ASCII files. =	Gyõzõdjön meg  arról,  hogy  a  kiválasztott  Altium  Designer  fájlok  ASCII fájlként  vannak  mentve.  
Export to Altium function is currently in beta: =	Az Altium  függvénybe való exportálás jelenleg béta állapotban  van : 
1. Please be sure to read the notice before exporting: =	1. Kérjük,      exportálás elõtt  olvassa el  a  közleményt:   
Export Altium notice and disclaimer =	Altium  értesítés  és jogi nyilatkozat exportálása  
2. Please be sure to check again after export! =	2. Kérjük,   gyõzõdjön meg róla,  hogy  ellenõrizze  újra exportálás után!  
I have read and agree =	  Olvastam  és  egyetértek  
Export to Altium =	Exportálás   Altiumba  
Please make sure that the chose Eagle files are saved in Eagle v6.0 and above. =	Gyõzõdjön meg  arról,  hogy  a  kiválasztott  Eagle  fájlok  eagle    v6.0 és  újabb.
Please make sure that the Kicad files were compressed as the .zip file. =	Gyõzõdjön   meg  arról,  hogy  a  Kicad fájlok tömörítve    voltak  a  . zip  fájl. 
Open Altium Designer file =	Altium  Designer fájl megnyitása 
The more information please refer at : =	További információk  a    következõ:    
Please use Gerber file instead of exporting Altium if you are going to do PCB manufacturing. All PCB factories support the Gerber file. Is it ok to Generate the Gerber file? =	Az Altium  exportálása  helyett  használja a Gerber fájlt,  ha      PCB-gyártást  szeretne   végezni.   Minden  PCB  gyár  támogatja  a  Gerber fájlt. Rendben    van  a    Gerber fájl  létrehozása? 
Yes, Generate Gerber =	Igen,  Gerber generálása  
No, Export Altium =	Nem, Altium  exportálása 
Open Eagle file =	Sas fájl megnyitása 
Open Kicad file =	Kicad fájl megnyitása 
Select file(s) =	Fájl(ok) kiválasztása 
Append to current project? =	Hozzáfûzés az aktuális  projekthez?  
Append =	Hozzáfûzés 
Open as new project =	Megnyitás új projektként  
Tip: Press {0}SPACE{1} or {2}R{3} to rotate the placing object or selected object. =	Tipp: Nyomja mega {0}SPACE{1}  vagy  {2}R billentyût{3} a helyhelyi  objektum  vagy  a  kijelölt  objektum elforgatásához   . 
Hotkeys Setting =	Gyorsbillentyûk beállítása  
I know. Don't show this again. =	Tudom , tudom. Ne  mutasd  ezt  újra. 
Manufacturer Part Number can not be less than 2 characters. =	A gyártó cikkszáma  nem  lehet   kevesebb  2  karakternél . 
This prefix was changed to non-subpart format. =	Ez az elõtag  nemalrész  formátumra módosult.    
Save as New Project =	Mentés új projektként  
Save to Existing Project =	Mentés meglévõ  projektbe  
Sheet Setting =	Lapbeállítás   
Sheet Size =	Lapméret   
Pre =	Elõ 
pre =	pre 
Invalid Data =	Érvénytelen adatok 
Others =	Egyéb 
You are not authorized to share this project. =	Ön nem  jogosult  a projekt   megosztására.    
This project is private: if you continue sharing it will be made public. =	Ez a projekt     privát:  ha  továbbra is  osztja  meg,  akkor  nyilvánosságra kerül . 
Modify file info =	Fájlinformáció    módosítása 
Please input search keyword =	Kérjük, adja meg a  keresési  kulcsszót  
Sort Projects by =	Projektek  rendezése  
Date Created =	Létrehozás dátuma 
Date Modified =	Módosítás  dátuma 
Title =	Cím 
Ascending =	Növekvõ 
Descending =	Csökkenõ 
Pin to Top =	Pin a tetejére  
Unpin from Top =	Oldja ki a csúcsról  
Collapse / Expand =	Összecsukás /  Kibontás  
Expand =	Bontsa ki 
Expand All =	Bontsa ki az Összes  
Collapse =	Összecsukás 
Collapse All =	Összecsukás minden  
Your file hasn't been saved, do you want to save it? =	       A fájl  nem ment mentve  ,  menti  ?
Don't Save =	Ne ments  
Library Owner: =	Könyvtár tulajdonosa: 
verifyPkg.Value =	verifyPkg.Value 
State =	Állapot 
Please select! =	Kérjük, válassza a! 
Route =	Útvonal 
Import successfully: =	Importálás sikeresen: 
Import failed: =	Az importálás sikertelen :
The title length must be between 2~128 characters. =	A cím  hosszának  2~128  karakter között kell lennie .
Path only contain 'a-z?A-Z?- ? _ ?0-9'! =	"Path csak  tartalmaz  ""a-z?A-Z?-  ?  _  ?0-9""! "
Path must begin as 'a-z?A-Z?0-9'! =	"Az elérési útnak  ""a-zA-Z?0-9"" néven kell kezdõdnie!     "
The path length must be between 4~128 characters! =	Az útvonal  hosszának  4~128  karakter között kell lennie !
The title length must be between 2~256 characters! =	A cím  hosszának  2~256  karakter között kell lennie !
The title can not less than 3 charaters! =	A cím  nem  lehet  kevesebb,  mint  3  charaters!
Do you want to delete this file? =	Törli       ezt  a  fájlt? 
Add sub part success =	Rész  sikerességi   hozzáadása 
Please input name and prefix! =	Kérjük, adja meg  a nevét és az elõtagot! 
Board outlines are not closed =	A tábla körvonalai    nincsenek  lezárva  
Import Altium file fail, the file needs to be an ASCII file encoded in UTF-8. =	Az Altium  fájl  importálása sikertelen,  a  fájlnak  UTF-8 kódolású  ASCII  fájlnak kell lennie. 
"The Pins ""{0}"" are not snapped on the grid point! This part maybe will cause some errors in the schematic. ="	"A ""{0}""  csapok   nincsenek  bekattanva  a  rácspontra!     Ez a  rész  talán     hibákat  okoz   a  sematikus."
Save failed! Pin number doesn't allow repeat! As below pin number repeat: {0} =	Mentés nem sikerült! A  PIN-kód  nem teszi lehetõvé az  ismétlést! Az  alábbi  PIN-kód    ismétlése:{0} 
Check Pin =	Pin ellenõrzése 
Failed to read {0} =	Nem sikerült olvasni  {0}  
{0} is invalid =	{0} érvénytelen  
{0} not found =	{0} nem   található  
Failed to execute script: =	Nem sikerült végrehajtani  a  parancsfájlt: 
One or more js files not found =	Egy vagy  több  js  fájl  nem  található  
Only ONE {0} file is required =	Csak egy {0} fájl  szükséges  
Extension ID is required =	Bõvítményazonosító  szükséges  
Extension ID is invalid =	A bõvítmény azonosítója  érvénytelen  
Extension ID is duplicated =	A bõvítmény azonosítója  duplikált  
No Result! =	Nincs eredmény!
Load Error =	Betöltési hiba  
loading =	betöltés 
Failed to load spice data =	Nem sikerült betölteni  a  fûszeradatokat    
Netlist =	Netlista 
Tags =	Címkék 
Pin Information: =	Pin információ: 
Format incorrect, please check for the extra spaces or commas! =	Formátum helytelen,  kérjük,  ellenõrizze    az  extra  terek  vagy  vesszõk!
Round Radius =	Kerek sugár  
Keyword: =	Kulcsszó: 
Image =	Kép 
Image copied. =	A kép másolt. 
Copy failed. =	Másolás nem sikerült.
Image Attribute =	Képattribútum  
Locked =	Zárolva 
Unlock All =	Az összes feloldása 
Unlock =	Feloldás 
Lock =	Zárolás 
Please input pin name and pin number! =	Kérjük, adja meg a PIN  nevét és PIN-kódját!   
Left-Hand Panel =	Bal oldali panel 
Right-Hand Panel =	Jobb oldali panel 
Update Components from Library =	Összetevõk frissítése a könyvtárból    
The pin number(s) can't find the same pad number(s) =	A PIN-kód(ok)  nem  találja  ugyanazt  a  padszámot  (ok) 
Designator =	Jelölõ 
Replace =	Csere 
Update failed =	A frissítés nem sikerült  
Successfully updated =	Sikeresen frissítve  
Update failed! =	A frissítés nem sikerült! 
Successfully updated! =	Sikeresen frissítve! 
Successfully updated {0} component(s)! =	Sikeresen frissítve  {0}  összetevõ(ek)t! 
Change =	Változás 
Check  Footprints =	Lábnyomok ellenõrzése 
Network Error! =	Hálózati hiba! 
Find Similar Objects =	Hasonló  objektumok keresése 
Current Sheet =	Aktuális lap  
All Sheets =	Minden lap  
Kind =	Fajta 
Range =	Tartomány 
Net Label/Net Flag/Net Port/Voltage Probe =	Net Label/Net  Flag/Net Port/Voltage  Probe  
Bezier/Freehand Draw =	Bezier/Freehand  Draw  
Arc/Pie =	Ív/Pite  
Objects Attributes =	Objektumok attribútumai  
Any =	Bármelyik 
Same =	Ugyanaz 
Different =	Különbözõ 
Circular =	Körkörös 
Expose Copper =	Fedje fel a réz  
"""{0}"" font is missing. Please add the font to the font family list. ="	"Hiányzika ""{0}""betûtípus. Adja  hozzá  a  betûtípust  a  betûtípuscsalád   listájához . "
Place Component =	Helyösszetevõ  
Delete Segment =	Szegmens törlése 
Angle =	Szög 
Board Thickness =	Táblavastagság  
Layer Distance =	Réteg távolság  
Silk Screen =	Selyem képernyõ  
Surface Finish Color =	Felületi felület  színe  
Colors =	Színek 
Board Color =	Tábla színe  
Board Side =	Táblaoldal   
Silk Screen =	Selyem képernyõ  
Silk Screen Color =	Selyem képernyõ  színe  
Display =	Kijelzõ 
	
#Array and Clone	#Array és klón
Distribute Array =	Tömb kiosztása 
Array Type =	Tömb típusa  
Matrix Array =	Mátrix tömb  
Circular Array =	Kör alakú tömb  
Item Rotation =	Cikk elforgatása  
Location =	Hely 
Items per Column =	Oszloponkénti   elemek 
Items per Row =	Tételek soronként    
#Column Spacing	#Column térköz
#Row Spacing	#Row térköz
Spacing(Degrees) =	Térköz(Fok) 
Start Degree =	Kezdõ fokozat  
Rotate Item to Match =	Az elem elforgatása egyezés  
Clockwise =	Az óramutató járásával megegyezõ irányban 
Anti-Clockwise =	Azóramutató járásával ellentétes  
Distribute by =	Elosztás   
Column =	Oszlop 
Row =	Sor 
Array Clone =	Tömb klón  
Number of Rows =	Sorok  száma  
Number of Columns =	Oszlopok  száma  
Number of Copies =	Másolatok  száma  
Distribute Range(Degrees) =	Tartomány(fokok)elosztatás 
	
#Theme color dialog	#Theme szín  párbeszédpanel
BusEntry =	BusEntry 
Foreground =	Elõtér 
Common Used =	Gyakori használat  
Original Theme =	Eredeti téma  
Theme Setting =	Téma beállítása  
Change the theme colors of your design =	A  design       témaszíneinek  módosítása 
White on Black =	Fehér a feketén  
Black on White =	Fekete a  fehér 
Custom Theme =	Egyéni téma  
Color Setting =	Színbeállítás   
Apply Setting =	Beállítás alkalmazása 
Theme Setting... =	Téma beállítása... 
Bus Entry =	Buszbelépõ  
Foreground =	Elõtér 
Symbol Graphics =	Szimbólum grafika  
Common Used =	Gyakori használat  
Draw =	Rajzolás 
Sheet =	Lap 
The original theme only works for placing the new symbols. =	Az eredeti  téma  csak  az  új  szimbólumok elhelyezésére    szolgál . 
Selection Highlight =	Kijelölés kiemelés  
Net Label / Port =	Nettó címke  / port 
	
My Theme =	Saját téma  
My Theme Settings =	Saját téma  beállításai  
Apply 'Custom Theme' On =	Apply 'Custom  Theme'  On  
Creating New Schematic =	Új  vázlat létrehozása 
Opening Existed Schematic =	A létezõ  sematikus megnyitása  
Please fill in all parameters! =	Kérjük, töltse ki  az  összes  paramétert!
Convert to Board Cutout =	Átalakítás board  kivágássá   
Prefix Position =	Elõtag Pozíció  
Name Position =	Név Pozíció  
Center =	Közép 
Top =	Felsõ 
Bottom =	Alsó 
Left =	Balra 
Right =	Jobbra 
Does not support multiple objects to convert to Board Cutout at the same time =	    Nem  támogatja, hogy   egyszerre  több  objektumot  alakítson  át táblakivágássá     
Does not support multiple objects to convert to pad at the same time =	Nem     támogatja, hogy   egyszerre  több  objektumot    konvertáljon  padra   
Convert to Board Cutout =	Átalakítás board  kivágássá   
Convert to Pad =	Konvertálás Pad 
Convert to Component Shape =	Konvertálás   összetevõalakzattá   
Combine to Continuous Track =	Kombinálás folyamatos  követési  értékre  
Convert to Solid Region =	Konvertálás szilárd régióvá    
Substrate =	Szubsztrát 
3D View =	3D nézet  
2D View =	2D nézet  
Pin Color =	Pin színe  
Name Color =	Név Színe  
Number Color =	Szám színe  
Dot =	Dot 
	
[theme]	[téma]
Sheet =	Lap 
[/theme]	[/téma]
	
	
#history dialog	#history párbeszédpanel
[history-dlg]	[történelem-dlg]
Number =	Szám 
Editor =	Szerkesztõ 
[/history-dlg]	[/történelem-dlg]
View File History =	 Fájlelõzmények megtekintése  
Save Time =	Idõt takarít meg 
	
Invalid Format =	Érvénytelen formátum  
	
#Dialog Teardrop	#Dialog könnycsepp
Round Pad / Via =	Kerek pad /  Via  
Rectangle / Oval / Polygon Pad =	Téglalap /  Ovális  /  Sokszög Pad 
Applying Teardrops =	Könnycseppek alkalmazása 
Removing Teardrops =	Teardrops eltávolítása 
Waiting =	Várakozás 
Progressing... =	Haladás... 
	
No schematic in the project! =	Nincs sematikus a  projektben!  
	
Move Forward =	Elõrelépni  
Move Backward =	Hátrafelé  
	
#Dialog Panelize	#Dialog panelizálás
V-CUT =	V-CUT 
Stamp Hole =	Bélyegzõ lyuk  
No Panelize =	Nincs panelméret 
Border and Marking =	Szegély és jelölés 
Create Border =	Szegély létrehozása 
Border Height =	Szegély magassága  
Border Position =	Szegély pozíció  
Create Positioning Holes =	Helymeghatározó  lyukak létrehozása 
Create Fiducial Marks =	Fiduciális  jelek létrehozása 
Top and Bottom =	Felsõ és alsó  
Left and Right =	Bal és  jobb  
Stamp Hole Group - Column =	Bélyegzõlyuk  csoport -  Oszlop  
Stamp Hole Group - Row =	Bélyegzõlyuk  csoport -  Sor  
The number of rows and columns cannot be set to 1 simultaneously =	A sorok  és  oszlopok   száma  nem  állítható  egyszerre  1-re      
	
#edit path point	#edit elérési útpont  
[editPathPoints-dlg]	[editPathPoints-dlg]
Arc(R) =	Ív(R) 
Type =	Típus 
Action =	Mûvelet 
add before =	hozzáadás elõtt  
add after =	hozzáadás után  
delete =	törlés 
[/editPathPoints-dlg]	[/editPathPoints-dlg]
	
#edit polygon point	#edit sokszögpont  
[editPolygonPoints-dlg]	[editPolygonPoints-dlg]
Action =	Mûvelet 
add before =	hozzáadás elõtt  
add after =	hozzáadás után  
delete =	törlés 
[/editPolygonPoints-dlg]	[/editPolygonPoints-dlg]
You have unconfirmed edit! =	Meg nem erõsített  szerkesztésed van! 
Invalid edit! =	Érvénytelen szerkesztés! 
	
#Dialog PCB Information	#Dialog PCB információk
PCB Information... =	PCB információk... 
Signal Layers =	Jelrétegek  
None Signal Layers =	Nincs jelréteg    
Pads =	Párna 
Surface Pads =	Felszíni párnák  
Plated Through-hole Pads =	Bevont áttetszõ lyukak    
None Plated Through-hole Pads =	Nincs bevont  áttetszõ párna    
Holes =	Lyukak 
Vias =	Utak 
Length of Tracks =	A  pályák hossza 
Copper Areas =	Réz területek  
	
#Differential Pair Routing	#Differential pár   útválasztása
Differential Pair Routing =	Differenciálpár   útválasztása  
Differential Pair Rule Setting =	Differenciálpár   szabálybeállítás    
Please input track width =	Kérjük, adja meg  a sáv  szélességét  
Please input clearance =	Kérjük, adja meg a  clearance  
Routing Rules =	Útválasztási szabályok  
	
#Route Length Tuning	#Route hosszhangolás  
Track Length Tuning... =	Hosszhangolás  nyomon követése... 
Tracks with different net or non-track found in current targets. =	Az aktuális  célokban különbözõ  nettó  vagy  nemtrack sávok  találhatók  .   
Please select the signal tracks to be tuning. =	Válassza ki  a hangolni   kívánt  jelsávokat .   
The total length exceeds the Design Rule Checking (DRC) constraint, continue ? =	A teljes  hossza  meghaladja  a  Tervezési  szabályellenõrzés    (DRC)  korlátot, folytassa a 2014.000.000    
45° Angle =	45° Szög  
90° Angle =	90° Szög  
DRC Track Length : =	DRC pálya  hossza  :  
Current Length : =	Aktuális hossz  :  
Additional Length : =	További hossz  :  
Target Length: =	Cél hossza: 
Current Length: =	Aktuális hossz: 
Adjust Type =	Típus beállítása 
Double Side =	Két oldal  
Single Side =	  Egyoldalas 
	
can not connect to the server =	nem tud csatlakozni  a  szerverhez  
	
#Dialog Copper Area Manager	#Dialog réz   terület  vezetõje
Copper Area Manager... =	Réz   területkezelõ... 
Copper Area Manager =	Réz területkezelõ  
Order =	Sorrend 
Name =	Név 
Layer =	Réteg 
Color =	Szín 
Net =	Nettó 
Move Up =	Lépés felfelé  
Move Down =	Lefelé 
Apply =	Alkalmaz 
Cancel =	Mégse 
Copper Area do not allow self-intersection! =	A rézterület  nem  teszi  lehetõvé  az önkeresztezõdést! 
No copper area! =	Nincs réz  terület!
#Dialog report error	#Dialog jelentés  hibája
Datasheet =	Adatlap 
Verification =	Ellenõrzés 
Symbol =	Szimbólum 
Pad Number =	Pad száma  
Pad Size =	Pad mérete  
Remark =	Megjegyzés 
Correct =	Helyes 
Incorrect =	Helytelen 
Submit =	Küldés 
Tip =	Tipp 
Please select one component =	Válasszon ki  egy  összetevõt  
Location X =	Hely X 
Location Y =	Bérlés Y 
Your current browser version may not support some features. Please use the latest version of Chrome or Firefox, or try the desktop client. =	Elõfordulhat, hogy  a jelenlegi  böngészõverzió  nem  támogat  bizonyos  funkciókat. Használja a Chrome vagy    a Firefox legújabb verzióját,   vagy  próbálja ki  az  asztali  klienst. 
EasyEDA Client =	EasyEDA ügyfél  
LCEDA Client =	LCEDA ügyfél  
Chrome =	Chrome 
FireFox =	FireFox 
New Version =	Új verzió 
Switch Version =	Verzióváltás 
Member =	Tag 
Update Time =	Frissítési idõ 
Editor =	Szerkesztõ 
Current Version =	Aktuális verzió 
Latest Version =	Legújabb verzió 
Select a version to switch =	Válassza ki a váltandó    verziót  
3D Model =	3D modell 
Board Side =	Táblaoldal   
Display =	Kijelzõ 
Copper =	Réz 
Create New Version =	Új verzió létrehozása 
Create new version success! =	Hozzon létre új  verziós  sikert!
Version Management =	Verziókezelés 
Switch success! =	Váltás siker!
Please close current version's documents first! =	Elõször zárja be az aktuális  verzió dokumentumait    ! 
Creator =	Alkotó 
Create Time =	Idõ létrehozása 
Fail to connect to server! Please check your internet connection status and try again! =	Nem tud  csatlakozni  a szerverhez!   Kérjük,  ellenõrizze  az  internetkapcsolat    állapotát, és  próbálkozzon  újra!  
Spice Number =	Fûszerszám   
Create =	Létrehozás 
3D Outline =	3D körvonal 
Cannot create the slot hole via the board outline, please use the following methods: =	A     nyíláslyukat   nem lehet létrehozni a  tábla  vázlatán keresztül,  kérjük,    használja  a  következõ  módszereket:
Use the solid region and set its type as Board Cutout =	Használja a  szilárd        régiót, és  állítsa be  a  típusát Board Cutout  
"Select a Track/Arc, right-click to use the ""Convert to Board Cutout"" ="	"Válasszon egy  Sáv/Ív elemet, kattintson a jobb gombbal      a  ""Konvertálás  táblakivágássá""    "
"Select all the closed Tracks/Arcs, right-click to use the ""Convert to Board Cutout"" ="	"Válassza ki     az  összes  lezárt  sávot/ívet, kattintson a jobb gombbal  a  ""Konvertálás  táblakivágássá""    "
The more information please refer at =	További   információkért kérjük,  olvassa el  a  
"Save ""{0}"" success! ="	"Mentsd meg a ""{0}""  sikert!"
"Save ""{0}"" failed! ="	"A ""{0}"" mentése nem sikerült!"
Invalid Size =	Érvénytelen méret  
Processing =	Feldolgozás 
Invalid Size =	Érvénytelen méret  
NetFlag GND =	NetFlag GND 
NetFlag VCC =	NetFlag VCC 
NetFlag +5v =	NetFlag +5v 
No Useful Data! =	Nincs hasznos  adat! 
SVG Preview =	SVG elõnézet  
Prefix contains not supported charater(s) ! =	Az elõtag nem tartalmaz  támogatott  charatert(s) !  
Name contains not supported charater(s) ! =	A név nem  tartalmaz  támogatott  charatert(s)!  
Create Grid Path =	Rács  elérési útjának létrehozása 
Please Input Name =	Kérjük, adja meg  a nevét  
Building Copper Area =	Épület Réz  terület  
Processing =	Feldolgozás 
Opening File =	Fájl megnyitása 
Update from Library =	Frissítés a könyvtárból    
Update Footprint =	Lábnyom frissítése 
Find footprint(s) have been updated, do you want to update? =	   A   lábnyom(ok)  frissítése, frissíteni  szeretné?    
3D File: =	3D fájl: 
Model List =	Modelllista 
Are you sure merge net {0} and net {1}? =	Biztos,  hogy  egyesíti a nettó {0} és a nettó {1}? 
Display Footprint =	Lábnyom  megjelenítése 
Display Footprint Name While Placing Component =	Lábnyom  nevének megjelenítése az összetevõ    elhelyezésekor  
Annotate Prefix Automatically After Placing Component =	Megjegyzés elõtag  automatikus  elhelyezése  után  Összetevõ  
Program Error, Please Contact Technical Support! =	Programhiba, kérjük,  forduljon    a technikai  támogatáshoz!
Search Engine =	Keresõmotor  
Keyword to Filter =	Kulcsszó a szûrõ  
Normal Mode =	Normál mód  
Expand Mode =	Bontsa ki a módot  
3D Model Manager =	3D modellkezelõ  
3D Model Preview =	3D modell  elõnézet  
3D Model =	3D modell 
3DModel =	3DModel 
Document =	Dokumentum 
	
[pcblayer]	[pcblayer]
3DModel =	3DModel 
Document =	Dokumentum 
[/pcblayer]	[/pcblayer]
	
Adjustment =	Beállítás 
View Larger Image =	Nagyobb kép megtekintése 
Previous =	Elõzõ 
Previous Image =	Elõzõ kép 
Next Image =	Következõ kép 
Notice: For reference only, please refer to the real product =	Megjegyzés:    Csak referenciaként   kérjük,  olvassa el    a  valódi  terméket  
It's under designing, please wait. =	Ez a  tervezés,  kérjük,  várjon.
The width of track/arc/circle can not less than 0.1mil! =	A pálya/ív/kör    szélessége   legalább  0,1 mil  lehet! 
Clone success ! =	Klón siker!    
Footprint Naming Reference =	Lábnyom elnevezési  hivatkozás  
3D Model Manager =	3D modellkezelõ  
Will jump to the Lichuang open source hardware platform (OSHWHub.com) to improve the information and share. Whether to continue? =	Ugrik    a  Lichuang  nyílt  forráskódú hardver platform (OSHWHub.com),  hogy  javítsa  az  információkat,  és ossza meg. Folytatjuk-e?    
Will jump to the EasyEDA open source hardware platform (OSHWLab.com) to improve the information and share. Whether to continue? =	Az   EasyEDA  nyílt  forráskódú  hardverplatformjára (OSHWLab.com)  ugrik   az információk  javítása  és  megosztása érdekében.  Folytatjuk-e?    
The project content page will open. After adding a description and setting the project to public, you can click the share button to get the share link. =	Megnyílik a projekt  tartalomoldala.     Miután  hozzáadott  egy   leírást,    és  nyilvánossá állította  a  projektet   ,  a  megosztás  gombra  kattintva    megkaphatja  a  megosztási  linket. 
This project is not public, can not view homepage! =	Ez a projekt  nem  nyilvános,  nem lehet megtekinteni a   honlapot! 
	
[grid]	[rács]
None =	Nincs 
[/grid]	[/rács]
	
#lib verify and mounted	#lib ellenõrzése   és  felszerelése
This component is verified =	Ez az  összetevõ ellenõrzött  
This component is unmounted =	Ez az  összetevõ nincs csatlakoztatva  
	
#find component	#find összetevõ
Find Next =	Keresés Következõ  
Object not found =	Az objektum nem  található  
	
#offset Elements	#offset elemek
Offset X =	Eltolás X 
Offset Y =	Eltolás Y 
Offset =	Eltolás 
Absolute Offset =	Abszolút eltolás  
Relative Offset =	Relatív eltolás  
Absolute Offset... =	Abszolút eltolás... 
Relative Offset... =	Relatív eltolás... 
Reference Point X =	X referenciapont  
Reference Point Y =	Y  referenciapont 
	
#Inner Plane layer	#Inner síkréteg  
Rebuild Plane =	Sík újraépítése 
PlaneZone Properties =	PlaneZone tulajdonságai  
Change to a plane layer is not allowed during track routing. =	 A síkrétegre  való váltás nem  engedélyezett  a  sáv  útválasztása során .  
#pcblib rect	#pcblib rect
Fill =	Kitöltés 
Fill Type =	Kitöltés típusa  
[PlaneZone]	[PlaneZone]
Solid =	Szilárd 
[/PlaneZone]	[/PlaneZone]
	
Solid Region do not allow self-intersection! =	A szilárd terület  nem  teszi  lehetõvé  az önkeresztezõdést! 
	
The prefix or name or text too far away from the footprint, if you don't want it to show up please make it hidden. =	Az elõtag,  a név  vagy a szöveg  túl  messze  van    a  lábnyomtól  ,  ha  nem  szeretné,  hogy   megjelenjen,    kérjük,    rejtse el.   
The prefixes are not allowed to repeat! =	Az elõtagok   nem    ismételhetnekmeg !   
Save failed! The origin of the canvas is not in the graphics! Whether to set the origin automatically? =	Mentés nem sikerült! A     vászon eredete nem a   grafikában  van!  Hogy automatikusan be kell-e   állítani a  származást?  
The origin of the canvas has been set in the graphics now, you can save again. =	A   vászon eredete   most be van    állítva a  grafikában , újra      mentheti.  
Backup Project =	Biztonsági mentési projekt 
Open Project Directory =	Projektkönyvtár  megnyitása 
	
{0} items updated =	{0} elem   frissítve  
	
The current file {0} has an updated version. Do you want to overwrite it? If you want to open the latest version, please close the current file and reopen it. =	Az aktuális fájl {0} frissített  verzióval rendelkezik.         Felülírja?    Ha meg   szeretné    nyitni  a legújabb verziót, zárja  be  az  aktuális  fájlt,  és  nyissa meg újra  . 
Yes, Overwrite It =	Igen,  Felülírja    
No, Keep It =	Nem, tartsd    
	
Download Client =	Ügyfél letöltése 
	
Search tutorial?open source projects etc. =	Keresési bemutató?nyílt  forráskódú  projektek  stb 
	
Go to LCSC and search for =	Lépjen az  LCSC-be, és  keressen    
Go to LCSC =	Tovább az  LCSC 
	
Hide Ratline Layer and Keep the Component Prefix When Paste Objects =	A ratline  réteg elrejtése és  az  összetevõ  elõtagjának  megtartása  objektumok beillesztésekor    
	
ALL.layer =	ALL.layer 
Copper.layer =	Copper.layer 
Non-Copper.layer =	Nemréz.layer  
Other.layer =	Egyéb.layer 
	
Please enter at least 2 characters! =	Adjon meg    legalább  2  karaktert!
View Datasheet =	Adatlap megtekintése 
View Datasheet... =	Adatlapmegtekintése... 
	
The corresponding package or network could not be found in the currently open PCB document =	A megfelelõ  csomag  vagy  hálózat    nem található   a  jelenleg  megnyitott  PCB   dokumentumban  
delete fail =	hiba törlése 
	
[crashRecovery]	[crashRecovery]
Libraries =	Könyvtárak 
[/crashRecovery]	[/crashRecovery]
Canvas origin anomaly! =	Vászon eredet  anomália!
	
Component's Name =	Az összetevõ neve  
Component's Prefix =	Összetevõ elõtag 
Component's Footprint =	Az alkatrész lábnyoma  
	
[findlib]	[findlib]
Clear =	Törlés 
Apply Filters =	Szûrõk alkalmazása 
Result =	Eredmény 
Place =	Hely 
Prev =	Prev 
Next =	Következõ 
Total {count} Count =	Összesen {szám}  Darab  
About =	Körülbelül 
Items =	Tételek 
[/findlib]	[/findlib]
	
Object =	Objektum 
Layers and Objects =	Rétegek és  objektumok  
All =	Minden 
	
Add custom =	Egyéni  
	
Connections =	Kapcsolatok 
Attempted: =	Megkísérelt: 
Completed: =	Befejezõdött: 
